shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
E0,-34.6154722132,-58.3803893533,65
E0,-34.6151557938,-58.380101267200004,66
E0,-34.6145494407,-58.379509002,67
E0,-34.614042832399996,-58.378933668100004,68
E0,-34.61344129999999,-58.3782215416,69
E0,-34.6130494737,-58.3778044581,70
E0,-34.6090163156,-58.373440504099996,71
E0,-34.6090472218,-58.373445868500006,72
E0,-34.608866199699996,-58.3732634783,73
E0,-34.6077447374,-58.3709567785,74
E0,-34.607334119499995,-58.370506167399995,75
E0,-34.6070603731,-58.3702433109,76
E0,-34.6065305387,-58.3701360226,77
E0,-34.605466444499996,-58.369985818900005,78
E0,-34.6048041383,-58.3700072765,79
E0,-34.6042985744,-58.3700636029,80
E0,-34.6037665147,-58.370098471599995,81
E0,-34.6027597866,-58.370152115799996,82
E0,-34.6018016174,-58.3702486753,83
E0,-34.6012121391,-58.3703237772,84
E0,-34.6006314879,-58.37038815020001,85
E0,-34.5995364084,-58.3706349134,86
E0,-34.5983750785,-58.3710157871,87
E0,-34.5975846584,-58.3714985847,88
E0,-34.5969267051,-58.3717882633,89
E0,-34.5959287259,-58.3722013235,90
E0,-34.5957962498,-58.3722496033,91
E0,-34.5948954073,-58.3726787567,92
E0,-34.5942683444,-58.373064994799996,93
E0,-34.5938620758,-58.3733814955,94
E0,-34.5936920606,-58.373563885699994,95
E0,-34.5935397091,-58.373746275900004,96
E0,-34.5933277412,-58.3740842342,97
E0,-34.5924886966,-58.3755433559,98
E1,-34.5924886966,-58.3755433559,1
E1,-34.5933277412,-58.3740842342,2
E1,-34.5935397091,-58.373746275900004,3
E1,-34.5936920606,-58.373563885699994,4
E1,-34.5938620758,-58.3733814955,5
E1,-34.5942683444,-58.373064994799996,6
E1,-34.5948954073,-58.3726787567,7
E1,-34.5957962498,-58.3722496033,8
E1,-34.5959287259,-58.3722013235,9
E1,-34.5969267051,-58.3717882633,10
E1,-34.5975846584,-58.3714985847,11
E1,-34.5983750785,-58.3710157871,12
E1,-34.5995364084,-58.3706349134,13
E1,-34.6006314879,-58.37038815020001,14
E1,-34.6012121391,-58.3703237772,15
E1,-34.6018016174,-58.3702486753,16
E1,-34.6027597866,-58.370152115799996,17
E1,-34.6037665147,-58.370098471599995,18
E1,-34.6042985744,-58.3700636029,19
E1,-34.6048041383,-58.3700072765,20
E1,-34.605466444499996,-58.369985818900005,21
E1,-34.6065305387,-58.3701360226,22
E1,-34.6070603731,-58.3702433109,23
E1,-34.607334119499995,-58.370506167399995,24
E1,-34.6077447374,-58.3709567785,25
E1,-34.608866199699996,-58.3732634783,26
E1,-34.6090472218,-58.373445868500006,27
E1,-34.6090163156,-58.373440504099996,28
E1,-34.6130494737,-58.3778044581,29
E1,-34.61344129999999,-58.3782215416,30
E1,-34.614042832399996,-58.378933668100004,31
E1,-34.6145494407,-58.379509002,32
E1,-34.6151557938,-58.380101267200004,33
E1,-34.6154722132,-58.3803893533,34
E1,-34.6158725127,-58.3806935325,35
E1,-34.6162007251,-58.380835186700004,36
E1,-34.6165112771,-58.380912467799995,37
E1,-34.6176607648,-58.3809104562,38
E1,-34.6185723971,-58.3808749169,39
E1,-34.6190149655,-58.3809081092,40
E1,-34.619612043000004,-58.3811505139,41
E1,-34.620047432199996,-58.3813870512,42
E1,-34.62047399,-58.3816289529,43
E1,-34.6208873021,-58.381962049799995,44
E1,-34.6212961975,-58.3822575957,45
E1,-34.6216323898,-58.3825762337,46
E1,-34.6218538041,-58.382894871800005,47
E1,-34.6219957573,-58.3831920521,48
E1,-34.6221288813,-58.383510690200005,49
E1,-34.6222538659,-58.383976304899996,50
E1,-34.6223170479,-58.3843721822,51
E1,-34.6223755395,-58.385843038599994,52
E1,-34.6227463531,-58.391497135200005,53
E1,-34.6228920294,-58.3937501907,54
E1,-34.6230134261,-58.395810127299995,55
E1,-34.6232054533,-58.397821783999994,56
E1,-34.6234968041,-58.3998844028,57
E1,-34.6237793251,-58.40217769149999,58
E1,-34.6244370656,-58.4071236849,59
E1,-34.6246246751,-58.4089502692,60
E1,-34.6247891091,-58.410308808100005,61
E1,-34.6249932715,-58.41210186479999,62
E1,-34.625461188,-58.4160661697,63
E1,-34.6258364021,-58.418828845,64
E1,-34.6270105905,-58.426730632799995,65
E1,-34.6277830739,-58.4323257208,66
E1,-34.628172623400005,-58.434806093599995,67
E1,-34.6284010554,-58.436532765600006,68
E1,-34.6286805249,-58.4382885229,69
E1,-34.6287746009,-58.43886410819999,70
E1,-34.6288744702,-58.439264260200005,71
E1,-34.629233116,-58.439753428100005,72
E1,-34.631036253299996,-58.4421801567,73
E1,-34.631976429299996,-58.4427192807,74
E1,-34.6324227885,-58.4432024136,75
E1,-34.6328779731,-58.4438357502,76
E1,-34.6336206083,-58.444866389,77
E1,-34.6345202031,-58.4461915679,78
E1,-34.634987238200004,-58.44704467800001,79
E1,-34.635603510900005,-58.4480749816,80
E1,-34.635993023699996,-58.448746204399995,81
E1,-34.6361298494,-58.448999673100005,82
E1,-34.6362258478,-58.44919480380001,83
E1,-34.636282122800004,-58.449459671999996,84
E1,-34.6362490199,-58.450162410699996,85
E1,-34.6361960552,-58.451377451400006,86
E1,-34.6361916415,-58.45189914109999,87
E1,-34.6362578473,-58.4524208307,88
E1,-34.6365754965,-58.453672751800006,89
E1,-34.637034382399996,-58.4545974433,90
E1,-34.6375990553,-58.4554812312,91
E1,-34.638216412,-58.4563046694,92
E1,-34.6392216067,-58.457415103900004,93
E1,-34.6398990856,-58.458219766599996,94
E1,-34.6412319595,-58.4599632025,95
E1,-34.6420307909,-58.460899293400004,96
E1,-34.6426354261,-58.4613794088,97
E1,-34.6431164831,-58.4616476297,98
H0,-34.582994735,-58.391240867700006,1
H0,-34.5839331946,-58.3918528974,2
H0,-34.5856094722,-58.393449943,3
H0,-34.5858270441,-58.393836232299996,4
H0,-34.5872369016,-58.3967692053,5
H0,-34.5875182871,-58.397234380200004,6
H0,-34.588405960900005,-58.3985567093,7
H0,-34.5890794384,-58.39970469470001,8
H0,-34.5894062387,-58.399951458000004,9
H0,-34.590682513800004,-58.4005737305,10
H0,-34.5923782953,-58.40141057970001,11
H0,-34.5944449823,-58.4023118019,12
H0,-34.596635261100005,-58.403127193500005,13
H0,-34.5984280673,-58.4037172794,14
H0,-34.600574084899996,-58.4044146538,15
H0,-34.602879005,-58.4050637484,16
H0,-34.6035860831,-58.405229748800004,17
H0,-34.6055812437,-58.405702114099995,18
H0,-34.6065614458,-58.4059488773,19
H0,-34.6077270765,-58.406109809899995,20
H0,-34.6101377607,-58.4059810638,21
H0,-34.6112327004,-58.405841589,22
H0,-34.6133695573,-58.4053051472,23
H0,-34.6146233898,-58.4049189091,24
H0,-34.615815396100004,-58.40458631520001,25
H0,-34.617086850700005,-58.404135704,26
H0,-34.6197709686,-58.4032022953,27
H0,-34.6210158754,-58.4028375149,28
H0,-34.6219429215,-58.4026122093,29
H0,-34.6229052727,-58.40235471729999,30
H0,-34.624432651199996,-58.4020221233,31
H0,-34.625598030999996,-58.401764631300004,32
H0,-34.627469667199996,-58.401324749,33
H0,-34.6297385281,-58.4009170532,34
H0,-34.6312481249,-58.400605917,35
H0,-34.631830769000004,-58.400444984399996,36
H0,-34.632625276999995,-58.400144577,37
H0,-34.6336846092,-58.3996725082,38
H0,-34.6359533001,-58.398900032,39
H0,-34.636416741,-58.398889303199994,40
H0,-34.6368239048,-58.399208486099994,41
H0,-34.6370810018,-58.3995598555,42
H0,-34.6372509281,-58.4000372887,43
H0,-34.6381822065,-58.404661417,44
H0,-34.6384432991,-58.406195305299995,45
H0,-34.6385275023,-58.406694028500006,46
H0,-34.6385675695,-58.4072785825,47
H0,-34.6384453679,-58.408511728,48
H0,-34.6384216448,-58.4090897441,49
H0,-34.6386478417,-58.4100955725,50
H0,-34.638870727800004,-58.4108519554,51
H0,-34.6391421625,-58.4113079309,52
H0,-34.6394993741,-58.4117204545,53
H0,-34.6419002812,-58.412750155699996,54
H1,-34.6419002812,-58.412750155699996,1
H1,-34.6394993741,-58.4117204545,2
H1,-34.6391421625,-58.4113079309,3
H1,-34.638870727800004,-58.4108519554,4
H1,-34.6386478417,-58.4100955725,5
H1,-34.6384216448,-58.4090897441,6
H1,-34.6384453679,-58.408511728,7
H1,-34.6385675695,-58.4072785825,8
H1,-34.6385275023,-58.406694028500006,9
H1,-34.6384432991,-58.406195305299995,10
H1,-34.6381822065,-58.404661417,11
H1,-34.6372509281,-58.4000372887,12
H1,-34.6370810018,-58.3995598555,13
H1,-34.6368239048,-58.399208486099994,14
H1,-34.636416741,-58.398889303199994,15
H1,-34.6359533001,-58.398900032,16
H1,-34.6336846092,-58.3996725082,17
H1,-34.632625276999995,-58.400144577,18
H1,-34.631830769000004,-58.400444984399996,19
H1,-34.6312481249,-58.400605917,20
H1,-34.6297385281,-58.4009170532,21
H1,-34.627469667199996,-58.401324749,22
H1,-34.625598030999996,-58.401764631300004,23
H1,-34.624432651199996,-58.4020221233,24
H1,-34.6229052727,-58.40235471729999,25
H1,-34.6219429215,-58.4026122093,26
H1,-34.6210158754,-58.4028375149,27
H1,-34.6197709686,-58.4032022953,28
H1,-34.617086850700005,-58.404135704,29
H1,-34.615815396100004,-58.40458631520001,30
H1,-34.6146233898,-58.4049189091,31
H1,-34.6133695573,-58.4053051472,32
H1,-34.6112327004,-58.405841589,33
H1,-34.6101377607,-58.4059810638,34
H1,-34.6077270765,-58.406109809899995,35
H1,-34.6065614458,-58.4059488773,36
H1,-34.6055812437,-58.405702114099995,37
H1,-34.6035860831,-58.405229748800004,38
H1,-34.602879005,-58.4050637484,39
H1,-34.600574084899996,-58.4044146538,40
H1,-34.5984280673,-58.4037172794,41
H1,-34.596635261100005,-58.403127193500005,42
H1,-34.5944449823,-58.4023118019,43
H1,-34.5923782953,-58.40141057970001,44
H1,-34.590682513800004,-58.4005737305,45
H1,-34.5894062387,-58.399951458000004,46
H1,-34.5890794384,-58.39970469470001,47
H1,-34.588405960900005,-58.3985567093,48
H1,-34.5875182871,-58.397234380200004,49
H1,-34.5872369016,-58.3967692053,50
H1,-34.5858270441,-58.393836232299996,51
H1,-34.5856094722,-58.393449943,52
H1,-34.5839331946,-58.3918528974,53
H1,-34.582994735,-58.391240867700006,54
P1-0,-34.643257830500005,-58.461526166000006,1
P1-0,-34.6438662906,-58.4611415941,2
P1-0,-34.644420603200004,-58.4606792402,3
P1-0,-34.6457941506,-58.4592507367,4
P1-0,-34.6483572243,-58.456664529099996,5
P1-0,-34.6499503091,-58.454861926099994,6
P1-0,-34.6501895563,-58.4544780733,7
P1-0,-34.6503432155,-58.4543622628,8
P1-0,-34.6506243389,-58.454355540600005,9
P1-0,-34.651205076,-58.4545110079,10
P1-0,-34.6514579495,-58.454639246199996,11
P1-0,-34.6516438895,-58.4546929661,12
P1-0,-34.6521158315,-58.454787634700004,13
P1-0,-34.6523363162,-58.4549455905,14
P1-0,-34.6537645862,-58.4566286312,15
P1-0,-34.6539077786,-58.456738372,16
P1-0,-34.6541141206,-58.4567795293,17
P1-0,-34.6543095011,-58.456654452399995,18
P1-0,-34.6574327958,-58.452635565600005,19
P1-0,-34.659579500700005,-58.4498838756,20
P1-0,-34.6609181428,-58.4481873767,21
P1-0,-34.662296611100004,-58.446513182,22
P1-0,-34.6627073571,-58.4459983072,23
P1-0,-34.662757539699996,-58.445936547399995,24
P1-0,-34.6628182115,-58.4459100832,25
P1-0,-34.662876998899996,-58.445928521599996,26
P1-0,-34.662945064,-58.445978453500004,27
P1-0,-34.6641573493,-58.447444940699995,28
P1-0,-34.6655368584,-58.449124058,29
P1-0,-34.6656046568,-58.4494264658,30
P1-0,-34.6657178261,-58.4506163884,31
P1-0,-34.665791901300004,-58.4509316851,32
P1-0,-34.6659302052,-58.451238806800006,33
P1-0,-34.6661646912,-58.451450371499995,34
P1-0,-34.666483590700004,-58.451587134099995,35
P1-0,-34.667324008499996,-58.451863979399995,36
P1-0,-34.6676114442,-58.452030198,37
P1-0,-34.6678538377,-58.4522283379,38
P1-0,-34.668086510900004,-58.452497611300004,39
P1-0,-34.6683216972,-58.453010171,40
P1-0,-34.668527822399994,-58.453515158100004,41
P1-0,-34.6687270014,-58.4538650176,42
P1-0,-34.669399186599996,-58.454581918,43
P1-0,-34.6702369308,-58.4555066123,44
P1-0,-34.6711414788,-58.4564662642,45
P1-0,-34.671843879099995,-58.457193656,46
P1-0,-34.6726104072,-58.457975663199996,47
P1-0,-34.6728284531,-58.458099868599994,48
P1-0,-34.673036259899995,-58.4581341672,49
P1-0,-34.673370159499996,-58.4581026679,50
P1-0,-34.6735555847,-58.458104866899994,51
P1-0,-34.6737511563,-58.458244014399995,52
P1-0,-34.673874152399996,-58.4584782342,53
P1-0,-34.6738973639,-58.4588510599,54
P1-0,-34.6739385294,-58.45919398229999,55
P1-0,-34.674064313,-58.459560204,56
P1-0,-34.674533553,-58.460138119899995,57
P1-0,-34.6752435571,-58.4609703776,58
P1-0,-34.6760908715,-58.4620751075,59
P1-0,-34.676763691,-58.4628700067,60
P1-0,-34.6778405497,-58.464182391,61
P1-0,-34.6786760754,-58.464892425100004,62
P1-0,-34.6793115873,-58.4653608806,63
P1-0,-34.680189390900004,-58.4662541952,64
P1-0,-34.6805869413,-58.466885767600004,65
P1-0,-34.680726577600005,-58.467097168900004,66
P1-0,-34.6809465415,-58.4672777874,67
P1-0,-34.6811252911,-58.46731861470001,68
P1-0,-34.6813339625,-58.467257224099995,69
P1-0,-34.681606170100004,-58.467032637299994,70
P1-0,-34.683543477600004,-58.4651479454,71
P1-1,-34.683543477600004,-58.4651479454,1
P1-1,-34.681606170100004,-58.467032637299994,2
P1-1,-34.6813339625,-58.467257224099995,3
P1-1,-34.6811252911,-58.46731861470001,4
P1-1,-34.6809465415,-58.4672777874,5
P1-1,-34.680726577600005,-58.467097168900004,6
P1-1,-34.6805869413,-58.466885767600004,7
P1-1,-34.680189390900004,-58.4662541952,8
P1-1,-34.6793115873,-58.4653608806,9
P1-1,-34.6786760754,-58.464892425100004,10
P1-1,-34.6778405497,-58.464182391,11
P1-1,-34.676763691,-58.4628700067,12
P1-1,-34.6760908715,-58.4620751075,13
P1-1,-34.6752435571,-58.4609703776,14
P1-1,-34.674533553,-58.460138119899995,15
P1-1,-34.674064313,-58.459560204,16
P1-1,-34.6739385294,-58.45919398229999,17
P1-1,-34.6738973639,-58.4588510599,18
P1-1,-34.673874152399996,-58.4584782342,19
P1-1,-34.6737511563,-58.458244014399995,20
P1-1,-34.6735555847,-58.458104866899994,21
P1-1,-34.673370159499996,-58.4581026679,22
P1-1,-34.673036259899995,-58.4581341672,23
P1-1,-34.6728284531,-58.458099868599994,24
P1-1,-34.6726104072,-58.457975663199996,25
P1-1,-34.671843879099995,-58.457193656,26
P1-1,-34.6711414788,-58.4564662642,27
P1-1,-34.6702369308,-58.4555066123,28
P1-1,-34.669399186599996,-58.454581918,29
P1-1,-34.6687270014,-58.4538650176,30
P1-1,-34.668527822399994,-58.453515158100004,31
P1-1,-34.6683216972,-58.453010171,32
P1-1,-34.668086510900004,-58.452497611300004,33
P1-1,-34.6678538377,-58.4522283379,34
P1-1,-34.6676114442,-58.452030198,35
P1-1,-34.667324008499996,-58.451863979399995,36
P1-1,-34.666483590700004,-58.451587134099995,37
P1-1,-34.6661646912,-58.451450371499995,38
P1-1,-34.6659302052,-58.451238806800006,39
P1-1,-34.665791901300004,-58.4509316851,40
P1-1,-34.6657178261,-58.4506163884,41
P1-1,-34.6656046568,-58.4494264658,42
P1-1,-34.6655368584,-58.449124058,43
P1-1,-34.664679666,-58.44707137859999,44
P1-1,-34.663795765,-58.4449655698,45
P1-1,-34.6637313306,-58.4448920799,46
P1-1,-34.663666390900005,-58.4448794224,47
P1-1,-34.663586888699996,-58.444911213199994,48
P1-1,-34.663513138,-58.4449885817,49
P1-1,-34.662296611100004,-58.446513182,50
P1-1,-34.6609181428,-58.4481873767,51
P1-1,-34.659579500700005,-58.4498838756,52
P1-1,-34.6574327958,-58.452635565600005,53
P1-1,-34.6543095011,-58.456654452399995,54
P1-1,-34.6541141206,-58.4567795293,55
P1-1,-34.6539077786,-58.456738372,56
P1-1,-34.6537645862,-58.4566286312,57
P1-1,-34.6523363162,-58.4549455905,58
P1-1,-34.6521158315,-58.454787634700004,59
P1-1,-34.6516438895,-58.4546929661,60
P1-1,-34.6514579495,-58.454639246199996,61
P1-1,-34.651205076,-58.4545110079,62
P1-1,-34.6506243389,-58.454355540600005,63
P1-1,-34.6503432155,-58.4543622628,64
P1-1,-34.6501895563,-58.4544780733,65
P1-1,-34.6499503091,-58.454861926099994,66
P1-1,-34.6483572243,-58.456664529099996,67
P1-1,-34.6457941506,-58.4592507367,68
P1-1,-34.644420603200004,-58.4606792402,69
P1-1,-34.6438662906,-58.4611415941,70
P1-1,-34.643257830500005,-58.461526166000006,71
P2-0,-34.643257830500005,-58.461526166000006,1
P2-0,-34.6438662906,-58.4611415941,2
P2-0,-34.644420603200004,-58.4606792402,3
P2-0,-34.6457941506,-58.4592507367,4
P2-0,-34.6483572243,-58.456664529099996,5
P2-0,-34.6499503091,-58.454861926099994,6
P2-0,-34.6501895563,-58.4544780733,7
P2-0,-34.6503432155,-58.4543622628,8
P2-0,-34.6506243389,-58.454355540600005,9
P2-0,-34.651205076,-58.4545110079,10
P2-0,-34.6514579495,-58.454639246199996,11
P2-0,-34.6516438895,-58.4546929661,12
P2-0,-34.6521158315,-58.454787634700004,13
P2-0,-34.6523363162,-58.4549455905,14
P2-0,-34.6537645862,-58.4566286312,15
P2-0,-34.6539077786,-58.456738372,16
P2-0,-34.6541141206,-58.4567795293,17
P2-0,-34.6543095011,-58.456654452399995,18
P2-0,-34.6574327958,-58.452635565600005,19
P2-0,-34.659579500700005,-58.4498838756,20
P2-0,-34.6609181428,-58.4481873767,21
P2-0,-34.662296611100004,-58.446513182,22
P2-0,-34.6627173518,-58.4459865663,23
P2-0,-34.6627592504,-58.445935645,24
P2-0,-34.6628181548,-58.4459099611,25
P2-0,-34.6628769458,-58.4459280267,26
P2-0,-34.6629438856,-58.44597652109999,27
P2-0,-34.6641600388,-58.4474490177,28
P2-0,-34.6655368584,-58.449124058,29
P2-0,-34.6656046568,-58.4494264658,30
P2-0,-34.6657178261,-58.4506163884,31
P2-0,-34.665791901300004,-58.4509316851,32
P2-0,-34.6659302052,-58.451238806800006,33
P2-0,-34.6661646912,-58.451450371499995,34
P2-0,-34.666483590700004,-58.451587134099995,35
P2-0,-34.667324008499996,-58.451863979399995,36
P2-0,-34.6676114442,-58.452030198,37
P2-0,-34.6678538377,-58.4522283379,38
P2-0,-34.668086510900004,-58.452497611300004,39
P2-0,-34.6683216972,-58.453010171,40
P2-0,-34.668527822399994,-58.453515158100004,41
P2-0,-34.6687270014,-58.4538650176,42
P2-0,-34.669399186599996,-58.454581918,43
P2-0,-34.6702369308,-58.4555066123,44
P2-0,-34.6711414788,-58.4564662642,45
P2-0,-34.671843879099995,-58.457193656,46
P2-0,-34.6726104072,-58.457975663199996,47
P2-0,-34.6728284531,-58.458099868599994,48
P2-0,-34.673036259899995,-58.4581341672,49
P2-0,-34.673370159499996,-58.4581026679,50
P2-0,-34.6735555847,-58.458104866899994,51
P2-0,-34.6737511563,-58.458244014399995,52
P2-0,-34.673874152399996,-58.4584782342,53
P2-0,-34.6738973639,-58.4588510599,54
P2-0,-34.6739385294,-58.45919398229999,55
P2-0,-34.674064313,-58.459560204,56
P2-0,-34.674533553,-58.460138119899995,57
P2-0,-34.6752435571,-58.4609703776,58
P2-0,-34.6760908715,-58.4620751075,59
P2-0,-34.676763691,-58.4628700067,60
P2-0,-34.6778405497,-58.464182391,61
P2-0,-34.6786760754,-58.464892425100004,62
P2-0,-34.6793115873,-58.4653608806,63
P2-0,-34.6799277817,-58.46582588850001,64
P2-0,-34.6800978179,-58.4658456004,65
P2-0,-34.6803424286,-58.4657026212,66
P2-0,-34.680814204899995,-58.4650410482,67
P2-0,-34.6821277163,-58.4632640868,68
P2-0,-34.683924248400004,-58.4608049647,69
P2-0,-34.6851440162,-58.4592089893,70
P2-0,-34.6862186214,-58.4577638029,71
P2-0,-34.686387982,-58.4576256741,72
P2-0,-34.6866166887,-58.4576031653,73
P2-0,-34.6867997942,-58.457749615,74
P2-0,-34.6871569507,-58.4581543966,75
P2-0,-34.6881296806,-58.4592338128,76
P2-0,-34.689598469,-58.4608185587,77
P2-1,-34.689598469,-58.4608185587,1
P2-1,-34.6881296806,-58.4592338128,2
P2-1,-34.6871569507,-58.4581543966,3
P2-1,-34.6867997942,-58.457749615,4
P2-1,-34.6866166887,-58.4576031653,5
P2-1,-34.686387982,-58.4576256741,6
P2-1,-34.6862186214,-58.4577638029,7
P2-1,-34.6851440162,-58.4592089893,8
P2-1,-34.683924248400004,-58.4608049647,9
P2-1,-34.6821277163,-58.4632640868,10
P2-1,-34.680814204899995,-58.4650410482,11
P2-1,-34.6803424286,-58.4657026212,12
P2-1,-34.6800978179,-58.4658456004,13
P2-1,-34.6799277817,-58.46582588850001,14
P2-1,-34.6793115873,-58.4653608806,15
P2-1,-34.6786760754,-58.464892425100004,16
P2-1,-34.6778405497,-58.464182391,17
P2-1,-34.676763691,-58.4628700067,18
P2-1,-34.6760908715,-58.4620751075,19
P2-1,-34.6752435571,-58.4609703776,20
P2-1,-34.674533553,-58.460138119899995,21
P2-1,-34.674064313,-58.459560204,22
P2-1,-34.6739385294,-58.45919398229999,23
P2-1,-34.6738973639,-58.4588510599,24
P2-1,-34.673874152399996,-58.4584782342,25
P2-1,-34.6737511563,-58.458244014399995,26
P2-1,-34.6735555847,-58.458104866899994,27
P2-1,-34.673370159499996,-58.4581026679,28
P2-1,-34.673036259899995,-58.4581341672,29
P2-1,-34.6728284531,-58.458099868599994,30
P2-1,-34.6726104072,-58.457975663199996,31
P2-1,-34.671843879099995,-58.457193656,32
P2-1,-34.6711414788,-58.4564662642,33
P2-1,-34.6702369308,-58.4555066123,34
P2-1,-34.669399186599996,-58.454581918,35
P2-1,-34.6687270014,-58.4538650176,36
P2-1,-34.668527822399994,-58.453515158100004,37
P2-1,-34.6683216972,-58.453010171,38
P2-1,-34.668086510900004,-58.452497611300004,39
P2-1,-34.6678538377,-58.4522283379,40
P2-1,-34.6676114442,-58.452030198,41
P2-1,-34.667324008499996,-58.451863979399995,42
P2-1,-34.666483590700004,-58.451587134099995,43
P2-1,-34.6661646912,-58.451450371499995,44
P2-1,-34.6659302052,-58.451238806800006,45
P2-1,-34.665791901300004,-58.4509316851,46
P2-1,-34.6657178261,-58.4506163884,47
P2-1,-34.6656046568,-58.4494264658,48
P2-1,-34.6655368584,-58.449124058,49
P2-1,-34.664679666,-58.44707137859999,50
P2-1,-34.663795765,-58.4449655698,51
P2-1,-34.6637313306,-58.4448920799,52
P2-1,-34.663666390900005,-58.4448794224,53
P2-1,-34.663586888699996,-58.444911213199994,54
P2-1,-34.663513138,-58.4449885817,55
P2-1,-34.662296611100004,-58.446513182,56
P2-1,-34.6609181428,-58.4481873767,57
P2-1,-34.659579500700005,-58.4498838756,58
P2-1,-34.6574327958,-58.452635565600005,59
P2-1,-34.6543095011,-58.456654452399995,60
P2-1,-34.6541141206,-58.4567795293,61
P2-1,-34.6539077786,-58.456738372,62
P2-1,-34.6537645862,-58.4566286312,63
P2-1,-34.6523363162,-58.4549455905,64
P2-1,-34.6521158315,-58.454787634700004,65
P2-1,-34.6516438895,-58.4546929661,66
P2-1,-34.6514579495,-58.454639246199996,67
P2-1,-34.651205076,-58.4545110079,68
P2-1,-34.6506243389,-58.454355540600005,69
P2-1,-34.6503432155,-58.4543622628,70
P2-1,-34.6501895563,-58.4544780733,71
P2-1,-34.6499503091,-58.454861926099994,72
P2-1,-34.6483572243,-58.456664529099996,73
P2-1,-34.6457941506,-58.4592507367,74
P2-1,-34.644420603200004,-58.4606792402,75
P2-1,-34.6438662906,-58.4611415941,76
P2-1,-34.643257830500005,-58.461526166000006,77
